Track_ID,Danceability,Energy
4938,0.344,0.248
4939,0.391,0.535
4940,0.586,0.791
4941,0.468,0.786
4942,0.592,0.579
4943,0.675,0.453
4944,0.809,0.705
4945,0.524,0.423
4946,0.441,0.544
4947,0.674,0.711
4948,0.53,0.515
4949,0.784,0.392
4950,0.678,0.696
4951,0.85,0.533
4952,0.0939,0.0336
4953,0.445,0.00957
4954,0.453,0.0146
4955,0.487,0.504
4956,0.107,0.0329
4957,0.128,0.0209
4958,0.421,0.0148
4959,0.253,0.0272
4960,0.499,0.051
4961,0.522,0.178
4962,0.771,0.71
4963,0.466,0.768
4964,0.588,0.782
4965,0.661,0.713
4966,0.58,0.671
4967,0.79,0.534
4968,0.531,0.737
4969,0.491,0.678
4970,0.607,0.747
4971,0.659,0.738
4972,0.449,0.868
4973,0.601,0.835
4974,0.0879,0.0111
4975,0.383,0.127
4976,0.391,0.143
4977,0.362,0.101
4978,0.554,0.459
4979,0.294,0.0754
4980,0.636,0.245
4981,0.45,0.0143
4982,0.65,0.427
4983,0.589,0.468
4984,0.709,0.478
4985,0.653,0.452
4986,0.778,0.39
4987,0.546,0.437
4988,0.534,0.411
4989,0.463,0.447
4990,0.618,0.524
4991,0.733,0.592
4992,0.134,0.474
4993,0.233,0.195
4994,0.304,0.657
4995,0.123,0.214
4996,0.434,0.576
4997,0.232,0.0928
4998,0.0718,0.0468
4999,0.274,0.148
5000,0.326,0.895
5001,0.424,0.212
5002,0.788,0.916
5003,0.682,0.949
5004,0.549,0.81
5005,0.677,0.868
5006,0.294,0.321
5007,0.795,0.502
5008,0.46,0.615
5009,0.614,0.749
5010,0.672,0.964
5011,0.493,0.537
5012,0.409,0.172
5013,0.28,0.344
5014,0.674,0.327
5015,0.588,0.38
5016,0.474,0.0404
5017,0.543,0.395
5018,0.712,0.308
5019,0.422,0.21
5020,0.442,0.25
5021,0.785,0.457
5022,0.765,0.29
5023,0.607,0.422
5024,0.681,0.505
5025,0.846,0.326
5026,0.53,0.45
5027,0.77,0.455
5028,0.79,0.522
5029,0.845,0.312
5030,0.782,0.476
5031,0.626,0.616
5032,0.494,0.939
5033,0.62,0.93
5034,0.803,0.83
5035,0.663,0.72
5036,0.686,0.84
5037,0.64,0.884
5038,0.439,0.945
5039,0.455,0.948
5040,0.57,0.873
5041,0.592,0.868
5042,0.342,0.91
5043,0.266,0.866
5044,0.303,0.978
5045,0.387,0.942
5046,0.291,0.887
5047,0.622,0.905
5048,0.449,0.994
5049,0.233,0.706
5050,0.441,0.989
5051,0.416,0.957
5052,0.431,0.829
5053,0.576,0.588
5054,0.44,0.942
5055,0.558,0.859
5056,0.494,0.735
5057,0.465,0.971
5058,0.477,0.946
5059,0.5,0.85
5060,0.224,0.915
5061,0.47,0.674
5062,0.761,0.488
5063,0.931,0.45
5064,0.404,0.607
5065,0.679,0.36
5066,0.502,0.239
5067,0.749,0.423
5068,0.521,0.293
5069,0.668,0.261
5070,0.885,0.297
5071,0.579,0.491
5072,0.642,0.628
5073,0.783,0.284
5074,0.671,0.405
5075,0.604,0.411
5076,0.612,0.696
5077,0.644,0.623
5078,0.537,0.559
5079,0.788,0.461
5080,0.809,0.575
5081,0.832,0.472
5082,0.724,0.853
5083,0.935,0.805
5084,0.785,0.479
5085,0.837,0.692
5086,0.827,0.728
5087,0.895,0.874
5088,0.771,0.912
5089,0.787,0.671
5090,0.866,0.818
5091,0.947,0.854
5092,0.619,0.603
5093,0.649,0.618
5094,0.57,0.529
5095,0.495,0.435
5096,0.35,0.293
5097,0.397,0.848
5098,0.651,0.596
5099,0.431,0.485
5100,0.53,0.26
5101,0.417,0.279
5102,0.681,0.737
5103,0.591,0.804
5104,0.631,0.597
5105,0.553,0.398
5106,0.49,0.432
5107,0.615,0.921
5108,0.638,0.783
5109,0.326,0.281
5110,0.643,0.712
5111,0.41,0.567
5112,0.582,0.767
5113,0.531,0.849
5114,0.412,0.601
5115,0.577,0.916
5116,0.538,0.745
5117,0.595,0.842
5118,0.528,0.755
5119,0.582,0.86
5120,0.508,0.945
5121,0.659,0.55
5122,0.447,0.449
5123,0.701,0.341
5124,0.0979,0.0801
5125,0.225,0.308
5126,0.334,0.268
5127,0.216,0.0797
5128,0.297,0.0155
5129,0.482,0.61
5130,0.307,0.502
5131,0.444,0.395
5132,0.439,0.422
5133,0.643,0.614
5134,0.437,0.373
5135,0.65,0.371
5136,0.409,0.718
5137,0.517,0.261
5138,0.578,0.673
5139,0.747,0.528
5140,0.485,0.76
5141,0.446,0.37
5142,0.128,0.132
5143,0.428,0.237
5144,0.399,0.15
5145,0.322,0.14
5146,0.107,0.0153
5147,0.375,0.206
5148,0.247,0.0746
5149,0.501,0.0358
5150,0.0791,0.0572
5151,0.61,0.385
5152,0.641,0.286
5153,0.761,0.323
5154,0.69,0.354
5155,0.688,0.268
5156,0.711,0.297
5157,0.713,0.307
5158,0.625,0.257
5159,0.675,0.323
5160,0.716,0.316
5161,0.674,0.316
5162,0.418,0.835
5163,0.489,0.968
5164,0.276,0.872
5165,0.48,0.908
5166,0.311,0.905
5167,0.545,0.977
5168,0.517,0.961
5169,0.373,0.985
5170,0.465,0.991
5171,0.495,0.967
5172,0.488,0.902
5173,0.519,0.938
5174,0.492,0.901
5175,0.53,0.994
5176,0.425,0.926
5177,0.497,0.977
5178,0.512,0.994
5179,0.57,0.957
5180,0.487,0.994
5181,0.575,0.997
5182,0.276,0.572
5183,0.552,0.303
5184,0.328,0.681
5185,0.791,0.86
5186,0.618,0.653
5187,0.765,0.459
5188,0.77,0.668
5189,0.384,0.616
5190,0.614,0.388
5191,0.626,0.695
5192,0.395,0.252
5193,0.441,0.258
5194,0.676,0.582
5195,0.582,0.467
5196,0.54,0.64
5197,0.353,0.207
5198,0.548,0.704
5199,0.572,0.914
5200,0.673,0.765
5201,0.427,0.438
5202,0.575,0.392
5203,0.723,0.694
5204,0.536,0.557
5205,0.586,0.591
5206,0.549,0.502
5207,0.666,0.479
5208,0.708,0.656
5209,0.682,0.343
5210,0.614,0.749
5211,0.771,0.29
5212,0.626,0.597
5213,0.601,0.938
5214,0.686,0.824
5215,0.572,0.85
5216,0.694,0.874
5217,0.903,0.785
5218,0.349,0.892
5219,0.486,0.928
5220,0.446,0.764
5221,0.557,0.845
5222,0.603,0.705
5223,0.656,0.469
5224,0.704,0.466
5225,0.565,0.67
5226,0.735,0.728
5227,0.703,0.759
5228,0.689,0.722
5229,0.634,0.623
5230,0.747,0.575
5231,0.639,0.443
5232,0.851,0.849
5233,0.78,0.634
5234,0.75,0.849
5235,0.646,0.83
5236,0.745,0.858
5237,0.857,0.706
5238,0.73,0.496
5239,0.878,0.544
5240,0.73,0.798
5241,0.685,0.765
5242,0.74,0.768
5243,0.77,0.683
5244,0.778,0.79
5245,0.825,0.774
5246,0.519,0.79
5247,0.742,0.621
5248,0.781,0.854
5249,0.883,0.799
5250,0.724,0.758
5251,0.663,0.873
5252,0.749,0.605
5253,0.775,0.652
5254,0.733,0.395
5255,0.562,0.594
5256,0.544,0.648
5257,0.691,0.541
5258,0.622,0.573
5259,0.83,0.414
5260,0.833,0.338
5261,0.661,0.422
5262,0.707,0.614
5263,0.833,0.851
5264,0.394,0.873
5265,0.584,0.586
5266,0.34,0.845
5267,0.655,0.63
5268,0.714,0.822
5269,0.615,0.403
5270,0.573,0.828
5271,0.44,0.793
5272,0.219,0.323
5273,0.711,0.684
5274,0.636,0.812
5275,0.608,0.522
5276,0.571,0.355
5277,0.4,0.513
5278,0.6,0.729
5279,0.408,0.531
5280,0.483,0.421
5281,0.399,0.245
5282,0.865,0.505
5283,0.703,0.7
5284,0.752,0.364
5285,0.753,0.934
5286,0.359,0.287
5287,0.571,0.232
5288,0.805,0.942
5289,0.714,0.67
5290,0.774,0.496
5291,0.759,0.639
5292,0.559,0.733
5293,0.828,0.792
5294,0.561,0.764
5295,0.9,0.656
5296,0.846,0.774
5297,0.926,0.888
5298,0.83,0.641
5299,0.617,0.884
5300,0.585,0.757
5301,0.668,0.724
5302,0.66,0.72
5303,0.825,0.878
5304,0.785,0.834
5305,0.821,0.761
5306,0.587,0.401
5307,0.718,0.797
5308,0.52,0.643
5309,0.786,0.755
5310,0.655,0.853
5311,0.894,0.751
5312,0.586,0.773
5313,0.644,0.439
5314,0.387,0.502
5315,0.665,0.415
5316,0.665,0.522
5317,0.522,0.377
5318,0.7,0.794
5319,0.616,0.734
5320,0.737,0.386
5321,0.552,0.706
5322,0.698,0.872
5323,0.673,0.718
5324,0.741,0.465
5325,0.735,0.61
5326,0.528,0.714
5327,0.683,0.691
5328,0.758,0.666
5329,0.662,0.889
5330,0.751,0.518
5331,0.774,0.771
5332,0.907,0.625
5333,0.902,0.41
5334,0.92,0.549
5335,0.88,0.558
5336,0.947,0.354
5337,0.854,0.524
5338,0.937,0.695
5339,0.886,0.428
5340,0.687,0.373
5341,0.567,0.692
5342,0.822,0.672
5343,0.874,0.613
5344,0.743,0.858
5345,0.825,0.756
5346,0.636,0.778
5347,0.805,0.787
5348,0.776,0.791
5349,0.792,0.625
5350,0.602,0.648
5351,0.833,0.626
5352,0.5,0.0123
5353,0.406,0.00921
5354,0.374,0.00526
5355,0.235,0.00858
5356,0.282,0.00199
5357,0.173,0.0446
5358,0.404,0.0151
5359,0.456,0.00922
5360,0.279,0.00647
5361,0.286,0.00451
5362,0.0828,0.012
5363,0.0993,0.0902
5364,0.187,0.0602
5365,0.168,0.0393
5366,0.338,0.103
5367,0.186,0.0359
5368,0.156,0.0223
5369,0.161,0.085
5370,0.32,0.0533
5371,0.194,0.19
5372,0.481,0.636
5373,0.513,0.901
5374,0.555,0.465
5375,0.561,0.927
5376,0.322,0.565
5377,0.252,0.391
5378,0.582,0.901
5379,0.283,0.977
5380,0.694,0.557
5381,0.687,0.676
5382,0.795,0.958
5383,0.807,0.812
5384,0.78,0.585
5385,0.797,0.67
5386,0.914,0.5
5387,0.857,0.673
5388,0.653,0.575
5389,0.759,0.893
5390,0.828,0.716
5391,0.875,0.723
5392,0.578,0.456
5393,0.448,0.316
5394,0.376,0.374
5395,0.578,0.229
5396,0.467,0.378
5397,0.473,0.257
5398,0.437,0.308
5399,0.415,0.297
5400,0.472,0.172
5401,0.395,0.22
5402,0.169,0.0161
5403,0.213,0.0656
5404,0.211,0.00756
5405,0.216,0.149
5406,0.213,0.0329
5407,0.116,0.059
5408,0.371,0.131
5409,0.167,0.02
5410,0.442,0.181
5411,0.19,0.0144
5412,0.663,0.6
5413,0.513,0.448
5414,0.606,0.52
5415,0.551,0.667
5416,0.429,0.265
5417,0.788,0.52
5418,0.595,0.245
5419,0.414,0.581
5420,0.706,0.815
5421,0.561,0.73
5422,0.735,0.743
5423,0.406,0.852
5424,0.746,0.731
5425,0.687,0.709
5426,0.675,0.765
5427,0.744,0.725
5428,0.808,0.829
5429,0.678,0.692
5430,0.688,0.825
5431,0.692,0.871
5432,0.66,0.666
5433,0.678,0.512
5434,0.574,0.684
5435,0.69,0.618
5436,0.655,0.551
5437,0.688,0.563
5438,0.678,0.649
5439,0.632,0.583
5440,0.657,0.604
5441,0.717,0.577
5442,0.7,0.799
5443,0.628,0.766
5444,0.778,0.567
5445,0.807,0.555
5446,0.702,0.783
5447,0.72,0.853
5448,0.615,0.887
5449,0.808,0.668
5450,0.657,0.687
5451,0.713,0.641
5452,0.756,0.565
5453,0.792,0.592
5454,0.759,0.588
5455,0.595,0.945
5456,0.697,0.647
5457,0.784,0.746
5458,0.7,0.532
5459,0.688,0.698
5460,0.779,0.601
5461,0.635,0.661
5462,0.692,0.786
5463,0.57,0.743
5464,0.778,0.482
5465,0.539,0.987
5466,0.581,0.746
5467,0.479,0.686
5468,0.697,0.725
5469,0.85,0.547
5470,0.457,0.899
5471,0.581,0.708
5472,0.609,0.759
5473,0.474,0.548
5474,0.941,0.771
5475,0.398,0.363
5476,0.732,0.654
5477,0.645,0.674
5478,0.595,0.607
5479,0.675,0.582
5480,0.676,0.702
5481,0.768,0.702
5482,0.56,0.604
5483,0.589,0.424
5484,0.548,0.737
5485,0.525,0.46
5486,0.52,0.766
5487,0.642,0.493
5488,0.649,0.57
5489,0.459,0.837
5490,0.508,0.535
5491,0.664,0.384
5492,0.705,0.757
5493,0.671,0.884
5494,0.612,0.876
5495,0.725,0.952
5496,0.481,0.692
5497,0.574,0.58
5498,0.457,0.369
5499,0.456,0.822
5500,0.573,0.373
5501,0.508,0.6
5502,0.464,0.305
5503,0.474,0.0676
5504,0.372,0.187
5505,0.434,0.458
5506,0.42,0.077
5507,0.355,0.152
5508,0.277,0.242
5509,0.462,0.0536
5510,0.37,0.586
5511,0.292,0.012
5512,0.498,0.889
5513,0.383,0.97
5514,0.59,0.851
5515,0.758,0.669
5516,0.624,0.585
5517,0.521,0.884
5518,0.548,0.926
5519,0.391,0.985
5520,0.474,0.67
5521,0.543,0.925
5522,0.631,0.713
5523,0.729,0.78
5524,0.564,0.327
5525,0.537,0.812
5526,0.771,0.659
5527,0.678,0.571
5528,0.615,0.804
5529,0.606,0.486
5530,0.666,0.583
5531,0.625,0.869
5532,0.59,0.829
5533,0.618,0.811
5534,0.64,0.789
5535,0.755,0.553
5536,0.671,0.736
5537,0.622,0.75
5538,0.705,0.636
5539,0.45,0.48
5540,0.724,0.7
5541,0.641,0.628
5542,0.531,0.638
5543,0.531,0.887
5544,0.465,0.813
5545,0.457,0.669
5546,0.593,0.85
5547,0.642,0.86
5548,0.561,0.774
5549,0.531,0.836
5550,0.61,0.663
5551,0.601,0.911
5552,0.654,0.611
5553,0.75,0.856
5554,0.624,0.959
5555,0.611,0.577
5556,0.601,0.946
5557,0.582,0.938
5558,0.603,0.909
5559,0.873,0.609
5560,0.635,0.909
5561,0.55,0.377
5562,0.544,0.265
5563,0.536,0.446
5564,0.687,0.453
5565,0.697,0.676
5566,0.553,0.652
5567,0.661,0.518
5568,0.705,0.581
5569,0.508,0.483
5570,0.495,0.63
5571,0.535,0.233
5572,0.757,0.637
5573,0.792,0.861
5574,0.601,0.558
5575,0.64,0.844
5576,0.542,0.749
5577,0.658,0.576
5578,0.655,0.499
5579,0.298,0.228
5580,0.529,0.739
5581,0.6,0.314
5582,0.462,0.15
5583,0.639,0.269
5584,0.355,0.0304
5585,0.504,0.0644
5586,0.591,0.0252
5587,0.496,0.127
5588,0.559,0.0973
5589,0.313,0.0437
5590,0.483,0.145
5591,0.587,0.098
5592,0.731,0.867
5593,0.559,0.972
5594,0.745,0.972
5595,0.666,0.895
5596,0.729,0.881
5597,0.447,0.9
5598,0.757,0.659
5599,0.748,0.903
5600,0.424,0.843
5601,0.611,0.811
5602,0.756,0.401
5603,0.772,0.397
5604,0.467,0.42
5605,0.786,0.418
5606,0.823,0.457
5607,0.712,0.393
5608,0.665,0.468
5609,0.887,0.519
5610,0.848,0.499
5611,0.523,0.224
5612,0.624,0.306
5613,0.297,0.182
5614,0.307,0.43
5615,0.535,0.824
5616,0.328,0.681
5617,0.751,0.674
5618,0.65,0.535
5619,0.586,0.485
5620,0.624,0.761
5621,0.563,0.564
5622,0.579,0.654
5623,0.624,0.531
5624,0.62,0.64
5625,0.491,0.834
5626,0.687,0.583
5627,0.623,0.675
5628,0.288,0.409
5629,0.618,0.79
5630,0.605,0.823
5631,0.331,0.394
5632,0.658,0.815
5633,0.699,0.871
5634,0.774,0.665
5635,0.704,0.814
5636,0.758,0.913
5637,0.616,0.764
5638,0.783,0.832
5639,0.869,0.818
5640,0.597,0.688
5641,0.667,0.835
5642,0.739,0.459
5643,0.805,0.479
5644,0.646,0.809
5645,0.7,0.618
5646,0.743,0.622
5647,0.583,0.635
5648,0.382,0.492
5649,0.546,0.231
5650,0.703,0.435
5651,0.42,0.829
5652,0.687,0.818
5653,0.679,0.935
5654,0.675,0.758
5655,0.701,0.84
5656,0.786,0.401
5657,0.698,0.961
5658,0.669,0.889
5659,0.849,0.743
5660,0.797,0.7
5661,0.838,0.905
5662,0.586,0.89
5663,0.492,0.866
5664,0.537,0.877
5665,0.493,0.701
5666,0.43,0.916
5667,0.467,0.695
5668,0.616,0.376
5669,0.494,0.735
5670,0.615,0.816
5671,0.635,0.681
5672,0.276,0.572
5673,0.813,0.701
5674,0.6,0.633
5675,0.736,0.262
5676,0.799,0.843
5677,0.538,0.615
5678,0.833,0.918
5679,0.632,0.33
5680,0.661,0.331
5681,0.564,0.505
5682,0.655,0.894
5683,0.616,0.701
5684,0.667,0.757
5685,0.786,0.621
5686,0.648,0.535
5687,0.72,0.784
5688,0.794,0.908
5689,0.568,0.858
5690,0.694,0.466
5691,0.803,0.672
5692,0.659,0.812
5693,0.596,0.688
5694,0.672,0.881
5695,0.682,0.744
5696,0.405,0.589
5697,0.62,0.884
5698,0.674,0.471
5699,0.636,0.558
5700,0.73,0.934
5701,0.757,0.813
5702,0.509,0.887
5703,0.72,0.325
5704,0.641,0.797
5705,0.672,0.837
5706,0.281,0.819
5707,0.729,0.524
5708,0.635,0.632
5709,0.654,0.869
5710,0.645,0.507
5711,0.735,0.543
5712,0.811,0.41
5713,0.785,0.737
5714,0.659,0.919
5715,0.635,0.795
5716,0.744,0.945
5717,0.432,0.958
5718,0.495,0.969
5719,0.607,0.905
5720,0.791,0.7
5721,0.574,0.91
5722,0.811,0.88
5723,0.691,0.891
5724,0.786,0.912
5725,0.754,0.736
5726,0.753,0.895
5727,0.77,0.793
5728,0.777,0.892
5729,0.688,0.974
5730,0.742,0.865
5731,0.885,0.852
5732,0.754,0.811
5733,0.849,0.499
5734,0.827,0.635
5735,0.748,0.693
5736,0.777,0.846
5737,0.837,0.736
5738,0.874,0.716
5739,0.854,0.602
5740,0.787,0.773
5741,0.658,0.877
5742,0.672,0.893
5743,0.65,0.888
5744,0.574,0.751
5745,0.764,0.643
5746,0.71,0.609
5747,0.742,0.589
5748,0.708,0.7
5749,0.702,0.579
5750,0.775,0.785
5751,0.723,0.694
5752,0.596,0.451
5753,0.632,0.848
5754,0.46,0.615
5755,0.553,0.72
5756,0.684,0.697
5757,0.473,0.757
5758,0.519,0.822
5759,0.475,0.729
5760,0.625,0.553
5761,0.657,0.611
5762,0.697,0.894
5763,0.514,0.961
5764,0.686,0.818
5765,0.465,0.546
5766,0.602,0.938
5767,0.903,0.798
5768,0.477,0.845
5769,0.759,0.607
5770,0.504,0.603
5771,0.212,0.301
5772,0.295,0.408
5773,0.163,0.0994
5774,0.311,0.252
5775,0.157,0.175
5776,0.212,0.118
5777,0.259,0.0859
5778,0.242,0.356
5779,0.0673,0.114
5780,0.187,0.046
5781,0.756,0.532
5782,0.661,0.954
5783,0.496,0.872
5784,0.376,0.801
5785,0.429,0.993
5786,0.621,0.844
5787,0.697,0.826
5788,0.477,0.904
5789,0.724,0.641
5790,0.832,0.653
5791,0.563,0.847
5792,0.355,0.478
5793,0.52,0.333
5794,0.559,0.464
5795,0.493,0.643
5796,0.445,0.744
5797,0.485,0.726
5798,0.519,0.379
5799,0.592,0.39
5800,0.548,0.617
5801,0.66,0.523
5802,0.688,0.459
5803,0.614,0.381
5804,0.726,0.711
5805,0.729,0.553
5806,0.7,0.386
5807,0.723,0.148
5808,0.309,0.928
5809,0.625,0.578
5810,0.604,0.43
5811,0.432,0.109
5812,0.421,0.118
5813,0.336,0.044
5814,0.22,0.043
5815,0.367,0.107
5816,0.252,0.0875
5817,0.201,0.133
5818,0.511,0.126
5819,0.36,0.0854
5820,0.187,0.109
5821,0.677,0.52
5822,0.912,0.511
5823,0.685,0.38
5824,0.764,0.525
5825,0.694,0.511
5826,0.66,0.71
5827,0.778,0.644
5828,0.592,0.499
5829,0.706,0.537
5830,0.867,0.68
5831,0.638,0.785
5832,0.718,0.83
5833,0.346,0.495
5834,0.8,0.634
5835,0.788,0.55
5836,0.585,0.759
5837,0.4,0.694
5838,0.431,0.748
5839,0.353,0.808
5840,0.514,0.642
5841,0.704,0.707
5842,0.703,0.469
5843,0.553,0.441
5844,0.698,0.533
5845,0.696,0.49
5846,0.555,0.851
5847,0.705,0.809
5848,0.682,0.543
5849,0.515,0.605
5850,0.761,0.413
5851,0.317,0.904
5852,0.519,0.79
5853,0.654,0.75
5854,0.577,0.692
5855,0.569,0.809
5856,0.545,0.76
5857,0.693,0.855
5858,0.691,0.789
5859,0.434,0.632
5860,0.259,0.929
5861,0.646,0.553
5862,0.628,0.499
5863,0.547,0.547
5864,0.378,0.53
5865,0.622,0.296
5866,0.531,0.405
5867,0.376,0.39
5868,0.343,0.306
5869,0.542,0.289
5870,0.435,0.635
5871,0.55,0.5
5872,0.422,0.589
5873,0.837,0.661
5874,0.732,0.584
5875,0.581,0.455
5876,0.581,0.216
5877,0.618,0.827
5878,0.636,0.535
5879,0.684,0.92
5880,0.419,0.841
5881,0.645,0.45
5882,0.231,0.13
5883,0.602,0.596
5884,0.366,0.0279
5885,0.45,0.294
5886,0.515,0.908
5887,0.587,0.68
5888,0.387,0.041
5889,0.286,0.19
5890,0.813,0.836
5891,0.59,0.411
5892,0.621,0.378
5893,0.633,0.269
5894,0.652,0.243
5895,0.644,0.331
5896,0.689,0.333
5897,0.639,0.232
5898,0.599,0.241
5899,0.568,0.66
5900,0.592,0.362
5901,0.389,0.458
5902,0.523,0.73
5903,0.646,0.752
5904,0.596,0.625
5905,0.517,0.836
5906,0.553,0.634
5907,0.523,0.577
5908,0.383,0.608
5909,0.645,0.809
5910,0.446,0.684
5911,0.671,0.596
5912,0.608,0.437
5913,0.876,0.733
5914,0.853,0.865
5915,0.876,0.851
5916,0.92,0.736
5917,0.849,0.812
5918,0.882,0.809
5919,0.787,0.818
5920,0.901,0.823
5921,0.618,0.775
5922,0.567,0.944
5923,0.472,0.653
5924,0.703,0.428
5925,0.477,0.688
5926,0.539,0.794
5927,0.331,0.605
5928,0.624,0.833
5929,0.545,0.185
5930,0.652,0.624
5931,0.821,0.703
5932,0.838,0.72
5933,0.717,0.386
5934,0.764,0.744
5935,0.88,0.726
5936,0.743,0.516
5937,0.567,0.711
5938,0.401,0.872
5939,0.753,0.717
5940,0.66,0.869
5941,0.831,0.768
5942,0.69,0.569
5943,0.704,0.633
5944,0.801,0.621
5945,0.875,0.776
5946,0.657,0.587
5947,0.323,0.569
5948,0.485,0.621
5949,0.579,0.661
5950,0.567,0.703
5951,0.688,0.731
5952,0.528,0.853
5953,0.575,0.577
5954,0.527,0.535
5955,0.307,0.44
5956,0.582,0.597
5957,0.723,0.721
5958,0.559,0.577
5959,0.736,0.76
5960,0.872,0.757
5961,0.463,0.724
5962,0.502,0.391
5963,0.5,0.672
5964,0.339,0.412
5965,0.314,0.452
5966,0.49,0.479
5967,0.439,0.611
5968,0.474,0.343
5969,0.682,0.694
5970,0.65,0.597
5971,0.71,0.831
5972,0.692,0.747
5973,0.917,0.5
5974,0.744,0.593
5975,0.639,0.577
5976,0.569,0.715
5977,0.609,0.506
5978,0.508,0.669
5979,0.626,0.685
5980,0.832,0.892
5981,0.569,0.502
5982,0.796,0.35
5983,0.725,0.404
5984,0.331,0.235
5985,0.743,0.667
5986,0.904,0.389
5987,0.761,0.917
5988,0.462,0.217
5989,0.866,0.653
5990,0.658,0.386
5991,0.527,0.923
5992,0.32,0.798
5993,0.496,0.849
5994,0.561,0.7
5995,0.485,0.846
5996,0.433,0.756
5997,0.478,0.783
5998,0.609,0.399
5999,0.387,0.525
6000,0.565,0.773
6001,0.694,0.306
6002,0.814,0.418
6003,0.789,0.217
6004,0.789,0.411
6005,0.716,0.456
6006,0.466,0.188
6007,0.707,0.175
6008,0.721,0.621
6009,0.828,0.0786
6010,0.805,0.547
6011,0.513,0.88
6012,0.229,0.949
6013,0.333,0.959
6014,0.266,0.925
6015,0.382,0.954
6016,0.143,0.995
6017,0.243,0.97
6018,0.59,0.654
6019,0.493,0.83
6020,0.238,0.98
6021,0.589,0.384
6022,0.727,0.559
6023,0.831,0.782
6024,0.487,0.094
6025,0.39,0.0803
6026,0.355,0.0629
6027,0.892,0.593
6028,0.481,0.317
6029,0.741,0.97
6030,0.584,0.186
6031,0.532,0.0657
6032,0.438,0.00756
6033,0.501,0.0454
6034,0.499,0.0341
6035,0.442,0.033
6036,0.643,0.175
6037,0.626,0.152
6038,0.646,0.193
6039,0.513,0.112
6040,0.35,0.607
6041,0.782,0.589
6042,0.753,0.749
6043,0.592,0.861
6044,0.622,0.725
6045,0.72,0.67
6046,0.719,0.863
6047,0.795,0.667
6048,0.831,0.6
6049,0.564,0.532
6050,0.677,0.524
6051,0.649,0.888
6052,0.639,0.903
6053,0.378,0.736
6054,0.71,0.698
6055,0.659,0.906
6056,0.523,0.477
6057,0.646,0.964
6058,0.395,0.443
6059,0.478,0.552
6060,0.649,0.521
6061,0.366,0.956
6062,0.512,0.996
6063,0.286,0.982
6064,0.413,0.982
6065,0.317,0.985
6066,0.347,0.982
6067,0.494,0.969
6068,0.195,0.958
6069,0.361,0.986
6070,0.522,0.954
6071,0.517,0.206
6072,0.621,0.853
6073,0.62,0.773
6074,0.423,0.761
6075,0.752,0.544
6076,0.64,0.321
6077,0.44,0.446
6078,0.579,0.662
6079,0.483,0.436
6080,0.605,0.619
6081,0.878,0.619
6082,0.8,0.563
6083,0.607,0.281
6084,0.766,0.771
6085,0.661,0.578
6086,0.891,0.503
6087,0.466,0.721
6088,0.547,0.547
6089,0.444,0.439
6090,0.558,0.743
6091,0.651,0.376
6092,0.796,0.443
6093,0.61,0.336
6094,0.844,0.561
6095,0.687,0.676
6096,0.706,0.309
6097,0.487,0.245
6098,0.806,0.302
6099,0.554,0.239
6100,0.824,0.238
6101,0.69,0.834
6102,0.696,0.875
6103,0.807,0.701
6104,0.681,0.666
6105,0.478,0.953
6106,0.632,0.749
6107,0.358,0.835
6108,0.685,0.763
6109,0.7,0.736
6110,0.172,0.191
6111,0.401,0.498
6112,0.776,0.47
6113,0.602,0.684
6114,0.502,0.722
6115,0.808,0.793
6116,0.577,0.296
6117,0.766,0.697
6118,0.353,0.66
6119,0.861,0.798
6120,0.281,0.276
6121,0.438,0.606
6122,0.22,0.708
6123,0.751,0.703
6124,0.598,0.901
6125,0.46,0.932
6126,0.488,0.959
6127,0.545,0.552
6128,0.337,0.143
6129,0.75,0.782
6130,0.567,0.322
6131,0.519,0.0774
6132,0.633,0.49
6133,0.53,0.0993
6134,0.499,0.0875
6135,0.576,0.367
6136,0.57,0.398
6137,0.552,0.213
6138,0.522,0.79
6139,0.447,0.208
6140,0.346,0.175
6141,0.683,0.63
6142,0.641,0.682
6143,0.543,0.257
6144,0.621,0.645
6145,0.695,0.776
6146,0.35,0.241
6147,0.688,0.554
6148,0.738,0.717
6149,0.147,0.14
6150,0.341,0.114
6151,0.844,0.745
6152,0.729,0.703
6153,0.87,0.841
6154,0.964,0.785
6155,0.919,0.785
6156,0.532,0.934
6157,0.869,0.712
6158,0.571,0.909
6159,0.937,0.94
6160,0.726,0.721
6161,0.408,0.48
6162,0.306,0.722
6163,0.371,0.758
6164,0.463,0.629
6165,0.623,0.38
6166,0.204,0.896
6167,0.497,0.961
6168,0.581,0.906
6169,0.641,0.894
6170,0.557,0.798
6171,0.529,0.843
6172,0.455,0.487
6173,0.57,0.931
6174,0.525,0.807
6175,0.433,0.455
6176,0.356,0.634
6177,0.527,0.306
6178,0.585,0.804
6179,0.451,0.897
6180,0.541,0.742
6181,0.292,0.823
6182,0.263,0.759
6183,0.213,0.634
6184,0.48,0.887
6185,0.334,0.854
6186,0.503,0.943
6187,0.537,0.662
6188,0.371,0.557
6189,0.196,0.936
6190,0.599,0.633
6191,0.723,0.694
6192,0.774,0.647
6193,0.653,0.647
6194,0.692,0.897
6195,0.734,0.787
6196,0.446,0.793
6197,0.626,0.219
6198,0.777,0.342
6199,0.725,0.299
6200,0.572,0.109
6201,0.416,0.668
